3.162277660168379394e-03 2.587152278743509726e-06 1.552283848416102785e-05 6.524436546584411190e-10
3.490254878959579525e-03 2.123773464757228169e-06 1.274258673866768277e-05 4.394449248934506613e-10
3.852248420036753166e-03 1.743389141273254950e-06 1.046029589180097474e-05 2.968649770451747827e-10
4.251786303382890445e-03 1.431134403984124503e-06 8.586777386132560252e-06 2.004968413515939574e-10
4.692762459348836374e-03 1.174806943504691503e-06 7.048818842725346201e-06 1.354586443014227370e-10
5.179474679231212825e-03 9.643896758948500292e-07 5.786320739886718911e-06 9.099065945150641710e-11
5.716666501913615292e-03 7.916593748324984858e-07 4.749944168547237666e-06 6.142675257336804862e-11
6.309573444801930275e-03 6.498673613686278827e-07 3.899190334832880467e-06 4.182332258295673455e-11
6.963974029624321604e-03 5.334698375270008341e-07 3.200813422754578141e-06 2.815436772607426974e-11
7.686246100397737743e-03 4.379216028693733165e-07 2.627522018516792457e-06 2.036226742774260856e-11
8.483428982440725449e-03 3.594859101507807964e-07 2.156910308026560585e-06 1.397282289872237016e-11
9.363292088239416264e-03 2.950994729689071505e-07 1.770590416949602286e-06 1.048883202514616642e-11
1.033441063880556100e-02 2.422452376471539992e-07 1.453463588707570864e-06 7.008282842946300661e-12
1.140624923851320943e-02 1.988563032018220156e-07 1.193136149657547662e-06 5.877742736970503756e-12
1.258925411794167490e-02 1.632394878159360019e-07 9.794344182356695683e-07 4.482192395016681985e-12
1.389495494373137359e-02 1.340027672158683458e-07 8.040102272843796527e-07 2.648326002940848412e-12
1.533607718770011591e-02 1.100022949396262106e-07 6.600050759253406341e-07 2.501221452178015170e-12
1.692666615037876146e-02 9.029957370731978017e-08 5.417931772111472810e-07 1.429523166507351561e-12
1.868222384771036498e-02 7.412628699743351035e-08 4.447541807062194152e-07 1.603828181373501138e-12
2.061986009502220218e-02 6.085044967907293767e-08 3.650945776811909127e-07 2.372102514414109464e-12
2.275845926074788680e-02 4.995218982895011095e-08 2.997033565765860885e-07 1.616706768459152954e-12
2.511886431509579437e-02 4.100516293181755145e-08 2.460242650714761226e-07 7.648326416642703407e-13
2.772407996741774183e-02 3.366017387040898257e-08 2.019589435686697243e-07 1.053823694974198588e-12
3.059949687207196012e-02 2.763285633644585459e-08 1.657865400517266607e-07 2.119526776311886351e-12
3.377313908791008956e-02 2.268300658414545978e-08 1.360934562821825011e-07 1.244893077512188029e-12
3.727593720314940212e-02 1.862887821779679598e-08 1.117267720562864497e-07 9.617973084630193625e-12
4.114202978752842799e-02 1.539724459043156912e-08 9.181943394498404132e-08 1.118501957719786333e-10
4.540909610972476695e-02 1.363904111872926705e-08 7.637500443191669319e-08 1.092805290703324772e-09
5.011872336272722023e-02 1.894030432492144200e-08 7.044380689880114232e-08 8.645344218294326311e-09
5.531681197617226847e-02 6.479211844823140609e-08 1.070975989003741802e-07 5.636737421266246884e-08
6.105402296585329958e-02 3.149493783549672798e-07 3.498058677164905816e-07 3.081632107271303767e-07
6.738627168030944525e-02 1.441235315535749351e-06 1.470374304646249186e-06 1.436189085435302104e-06
7.437527275659046311e-02 5.794397722636013270e-06 5.820159691083404141e-06 5.792097034662546662e-06
8.208914159638257269e-02 2.048716876923428742e-05 2.051398523728042989e-05 2.049094739065004944e-05
9.060305822453375291e-02 6.436201062220980873e-05 6.439946356795456239e-05 6.438054737523124516e-05
1.000000000000000056e-01 1.816211216534302508e-04 1.816895339694646339e-04 1.816739978884873707e-04
1.103715503202757353e-01 4.650593284151183227e-04 4.651987061138340707e-04 4.651859388299373066e-04
1.218187912010115365e-01 1.090739013032915317e-03 1.091021566977046220e-03 1.091011060276647626e-03
1.344532884299760866e-01 2.363425030883270495e-03 2.363970589313479920e-03 2.363961923622093231e-03
1.483981788967565496e-01 4.768825683257871262e-03 4.769818267340575346e-03 4.769811093495390786e-03
1.637893706954064721e-01 9.025964278919662576e-03 9.027667532359506808e-03 9.027661561561650672e-03
1.807768676963434074e-01 1.613204534395829004e-02 1.613481453637322094e-02 1.613480952606460850e-02
1.995262314968879735e-01 2.739339937244278378e-02 2.739768835764955224e-02 2.739768410871723514e-02
2.202201949987375729e-01 4.443900837856806785e-02 4.444537101482526342e-02 4.444536736598370119e-02
2.430604433384409013e-01 6.921680041111744064e-02 6.922588704867616016e-02 6.922588386991623821e-02
2.682695795279725903e-01 1.039764730678064408e-01 1.039890237855773947e-01 1.039890209726848092e-01
2.960932939627084481e-01 1.512454044649059748e-01 1.512622413648653241e-01 1.512622388384091687e-01
3.268027589410125167e-01 2.138057402744958369e-01 2.138277614420194261e-01 2.138277591419149859e-01
3.606972715326288714e-01 2.946806884808311766e-01 2.947088658917410564e-01 2.947088637731689609e-01
3.981071705534972027e-01 3.971364240137926771e-01 3.971718069988661171e-01 3.971718050352534002e-01
