3.162277660168379394e-03 2.639803396834672355e-03 1.576553363267407804e-02
3.490254878959579525e-03 2.169129546163439670e-03 1.296514793789071973e-02
3.852248420036753166e-03 1.782057670649095371e-03 1.065876752359007362e-02
4.251786303382890445e-03 1.463843329178482477e-03 8.760357885497671582e-03
4.692762459348836374e-03 1.202307594019846881e-03 7.198506078367028493e-03
5.179474679231212825e-03 9.874023530153097639e-04 5.914054506058752381e-03
5.716666501913615292e-03 8.108452804156396354e-04 4.858078051845127199e-03
6.309573444801930275e-03 6.658147012125192887e-04 3.990168445582753520e-03
6.963974029624321604e-03 5.466954447547189844e-04 3.276988320510709762e-03
7.686246100397737743e-03 4.488677697531695543e-04 2.691058658786493751e-03
8.483428982440725449e-03 3.685324413817969713e-04 2.209746027258208123e-03
9.363292088239416264e-03 3.025660369178062581e-04 1.814419394546296083e-03
1.033441063880556100e-02 2.484014309773741047e-04 1.489749969678877406e-03
1.140624923851320943e-02 2.039291750128846559e-04 1.223131034702062969e-03
1.258925411794167490e-02 1.674162226563691291e-04 1.004198020625790555e-03
1.389495494373137359e-02 1.374389722229585331e-04 8.244320702099905418e-04
1.533607718770011591e-02 1.128281536832975718e-04 6.768329254318583565e-04
1.692666615037876146e-02 9.262348985994428574e-05 5.556492820121272658e-04
1.868222384771036498e-02 7.603640633879749089e-05 4.561566676940520537e-04
2.061986009502220218e-02 6.241937124473739829e-05 3.744745966457463382e-04
2.275845926074788680e-02 5.124069779227635735e-05 3.074161270752995279e-04
2.511886431509579437e-02 4.206383749849607057e-05 2.523641177344382314e-04
2.772407996741774183e-02 3.453037464651309563e-05 2.071695074844503992e-04
3.059949687207196012e-02 2.834604711687838119e-05 1.700676944207391017e-04
3.377313908791008956e-02 2.326926825646502550e-05 1.396098219781372052e-04
3.727593720314940212e-02 1.910171361840795612e-05 1.146063402522878860e-04
4.114202978752842799e-02 1.568064465640173211e-05 9.408069486127601522e-05
4.540909610972476695e-02 1.287315948206302352e-05 7.723186600827602888e-05
5.011872336272722023e-02 1.057511675317535094e-05 6.340728748177593133e-05
5.531681197617226847e-02 8.729477263269558307e-06 5.210016938550499077e-05
6.105402296585329958e-02 7.423787394600367406e-06 4.303082225942667094e-05
6.738627168030944525e-02 7.260707412304334696e-06 3.650736539106969047e-05
7.437527275659046311e-02 1.051478532909655428e-05 3.458287402813287059e-05
8.208914159638257269e-02 2.418732725950611950e-05 4.412787807150930774e-05
9.060305822453375291e-02 6.692306925415447694e-05 8.379044407247349113e-05
1.000000000000000056e-01 1.825603738546677235e-04 1.976211950311945742e-04
1.103715503202757353e-01 4.632591928409590665e-04 4.783032612338811163e-04
1.218187912010115365e-01 1.084063554753877945e-03 1.101825331343397885e-03
1.344532884299760866e-01 2.348246085501770608e-03 2.372914525900715610e-03
1.483981788967565496e-01 4.739511576517196900e-03 4.777273981805718606e-03
1.637893706954064721e-01 8.974403424176768951e-03 9.033949197746693471e-03
1.807768676963434074e-01 1.604727561709229366e-02 1.614018734907762820e-02
1.995262314968879735e-01 2.726139303882324505e-02 2.740237433039260928e-02
2.202201949987375729e-01 4.424262913312948520e-02 4.444955297866681754e-02
2.430604433384409013e-01 6.893591293639078632e-02 6.922971173429737224e-02
2.682695795279725903e-01 1.035881540798855305e-01 1.039926047247032859e-01
2.960932939627084481e-01 1.507241826603632484e-01 1.512656620636971816e-01
3.268027589410125167e-01 2.131237851619148804e-01 2.138310789107076282e-01
3.606972715326288714e-01 2.938078765285625504e-01 2.947121142441381236e-01
3.981071705534972027e-01 3.960402324928971041e-01 3.971750006250333032e-01
