3.162277660168379394e-03 1.040924137464749322e-02 9.851961842303686989e-01 1.832964168229644919e-03
3.490254878959579525e-03 8.575496138616411912e-03 5.069955664936887096e-02 2.002789484796152486e-03
3.852248420036753166e-03 7.062183638406382968e-03 1.032477545600613222e+00 1.834003808309225825e-03
4.251786303382890445e-03 5.812959237199821771e-03 3.452934981795818814e-02 1.534155902582656772e-03
4.692762459348836374e-03 4.782418769864293928e-03 2.845723118836385179e-02 1.214226455778621983e-03
5.179474679231212825e-03 3.932983129844802583e-03 2.343655403056277287e-02 9.257826391105838937e-04
5.716666501913615292e-03 3.233346939939485409e-03 1.929054643909267064e-02 6.871994910909728915e-04
6.309573444801930275e-03 2.657449105912923493e-03 1.587043311623081987e-02 5.000011910861745790e-04
6.963974029624321604e-03 2.183643740105267739e-03 1.305157128212885986e-02 3.582628168776746946e-04
7.686246100397737743e-03 1.793991722324528304e-03 1.072992312191078934e-02 2.536511091023596620e-04
8.483428982440725449e-03 1.473652984905093888e-03 8.818911929400874428e-03 1.778958168084932012e-04
9.363292088239416264e-03 1.210369063604499473e-03 7.246669276957717898e-03 1.238284467061090410e-04
1.033441063880556100e-02 9.940258716181205045e-04 5.953656587872724337e-03 8.567357343580717099e-05
1.140624923851320943e-02 8.162864592426988253e-04 4.890631177521531647e-03 5.898658864067485297e-05
1.258925411794167490e-02 6.702840026436840404e-04 4.016920807759061240e-03 4.045229955274010081e-05
1.389495494373137359e-02 5.503660649935904203e-04 3.298969200795420775e-03 2.765282058936335829e-05
1.533607718770011591e-02 4.518821679636575439e-04 2.709116135494626931e-03 1.885391421485582697e-05
1.692666615037876146e-02 3.710077548219059551e-04 2.224578400501275866e-03 1.282741438701773262e-05
1.868222384771036498e-02 3.045985520933047752e-04 1.826601330606081319e-03 8.712085265205615769e-06
2.061986009502220218e-02 2.500702771112139899e-04 1.499754175993239791e-03 5.908653029740307261e-06
2.275845926074788680e-02 2.052993673051783929e-04 1.231346204917715959e-03 4.002676426306805979e-06
2.511886431509579437e-02 1.685411713838735892e-04 1.010943674710995666e-03 2.708941820972476933e-06
2.772407996741774183e-02 1.383625456515824581e-04 8.299707930892186170e-04 1.831938312712999561e-06
3.059949687207196012e-02 1.135863839244466433e-04 6.813804753434959949e-04 1.238070665987578423e-06
3.377313908791008956e-02 9.324596651938410474e-05 5.593829058849753011e-04 8.362827557117924471e-07
3.727593720314940212e-02 7.654743536422703443e-05 4.592219652479467840e-04 5.646522767133177467e-07
4.114202978752842799e-02 6.283899377013124621e-05 3.769912423883248209e-04 3.812151608828528992e-07
4.540909610972476695e-02 5.158613681810475526e-05 3.094832005693382015e-04 2.582424178942943627e-07
5.011872336272722023e-02 4.235487363513090742e-05 2.540688469311325193e-04 1.821219600683932072e-07
5.531681197617226847e-02 3.481687949291600859e-05 2.086183497986837665e-04 1.734031486178011505e-07
6.105402296585329958e-02 2.883504059580932477e-05 1.715193702895856376e-04 3.872242155811278508e-07
6.738627168030944525e-02 2.482083046395633374e-05 1.419861109202003036e-04 1.490008302962309017e-06
7.437527275659046311e-02 2.487196543354830425e-05 1.211743189729608261e-04 5.830012515306570720e-06
8.208914159638257269e-02 3.579448978219268440e-05 1.152195019833435197e-04 2.052106911343276607e-05
9.060305822453375291e-02 7.596373778917531183e-05 1.421692743525104774e-04 6.441214252028704124e-05
1.000000000000000056e-01 1.887897123922233078e-04 2.455857710149667028e-04 1.817203607225037487e-04
1.103715503202757353e-01 4.657345632727016849e-04 5.177567207752531431e-04 4.652676055416637979e-04
1.218187912010115365e-01 1.080757009293553672e-03 1.134352087440948509e-03 1.091158895799471118e-03
1.344532884299760866e-01 2.335561568215238637e-03 2.399842072640545609e-03 2.364219255503008377e-03
1.483981788967565496e-01 4.711761757036248000e-03 4.799721046072291664e-03 4.770234065429423964e-03
1.637893706954064721e-01 8.923321013206364505e-03 9.052861606935636019e-03 9.028317133636498681e-03
1.807768676963434074e-01 1.596163284840912411e-02 1.615636350923344011e-02 1.613577108714914221e-02
1.995262314968879735e-01 2.712678121276168586e-02 2.741648264204554764e-02 2.739902515874104161e-02
2.202201949987375729e-01 4.404141571053810100e-02 4.446214388007241336e-02 4.444715416742106573e-02
2.430604433384409013e-01 6.864735632261087517e-02 6.924122697781365243e-02 6.922816818859856003e-02
2.682695795279725903e-01 1.031886235423961073e-01 1.040033861152542816e-01 1.039918340512770989e-01
2.960932939627084481e-01 1.501874084448734381e-01 1.512759610176758196e-01 1.512655875831391272e-01
3.268027589410125167e-01 2.124210560968096129e-01 2.138410670623156484e-01 2.138316251058284267e-01
3.606972715326288714e-01 2.929081109405510253e-01 2.947218943005333047e-01 2.947132050067104991e-01
3.981071705534972027e-01 3.949098709918215100e-01 3.971846159031690027e-01 3.971765603227257468e-01
