3.162277660168379394e-03 4.964867330285993585e-02 6.359425712273503173e-01
3.490254878959579525e-03 3.775582324706983073e-02 1.854002560261359678e-01
3.852248420036753166e-03 2.940716674488097482e-02 7.918544704583119209e-01
4.251786303382890445e-03 2.341675510547391870e-02 8.416328157349033390e-01
4.692762459348836374e-03 1.895797487661921021e-02 8.900140351251539794e-01
5.179474679231212825e-03 1.550545403573821979e-02 9.004446776443986167e-02
5.716666501913615292e-03 1.274640839892349220e-02 7.468810526388103277e-02
6.309573444801930275e-03 1.049811997374017203e-02 6.184015889998661919e-02
6.963974029624321604e-03 8.648781043805620072e-03 5.112616083977516990e-02
7.686246100397737743e-03 7.122686997927507591e-03 4.221608861696457549e-02
8.483428982440725449e-03 5.862891197488728778e-03 3.482302832517758517e-02
9.363292088239416264e-03 4.823592875506599320e-03 2.870023470602756088e-02
1.033441063880556100e-02 3.966908196677110254e-03 2.363734454501542626e-02
1.140624923851320943e-02 3.261280140850697506e-03 1.945626470368244654e-02
1.258925411794167490e-02 2.680435892021493238e-03 1.600707452018257371e-02
1.389495494373137359e-02 2.202551447401890350e-03 1.316414889915484832e-02
1.533607718770011591e-02 1.809538467304472320e-03 1.082261463474776253e-02
1.692666615037876146e-02 1.486432367240220209e-03 8.895189337607467550e-03
1.868222384771036498e-02 1.220871113659871554e-03 7.309411667928644718e-03
2.061986009502220218e-02 1.002654694891247367e-03 6.005247031711125061e-03
2.275845926074788680e-02 8.233750221895430599e-04 4.933039243840808830e-03
2.511886431509579437e-02 6.761064695555152326e-04 4.051772320434521291e-03
2.772407996741774183e-02 5.551480505124883891e-04 3.327604893300195599e-03
3.059949687207196012e-02 4.558092583162309808e-04 2.732640728469237779e-03
3.377313908791008956e-02 3.742325453320871631e-04 2.243901544720650065e-03
3.727593720314940212e-02 3.072464890158110862e-04 1.842471640817300305e-03
4.114202978752842799e-02 2.522445283774654712e-04 1.512787542723770251e-03
4.540909610972476695e-02 2.070854404152555617e-04 1.242049879074502705e-03
5.011872336272722023e-02 1.700147416028308101e-04 1.019740534673463372e-03
5.531681197617226847e-02 1.396183079648283254e-04 8.372433830448056113e-04
6.105402296585329958e-02 1.148632974379282246e-04 6.876150622657783984e-04
6.738627168030944525e-02 9.541223044007285381e-05 5.656902935592400539e-04
7.437527275659046311e-02 8.270852797442884707e-05 4.690299581179280253e-04
8.208914159638257269e-02 8.292182701707950798e-05 4.008233787633486145e-04
9.060305822453375291e-02 1.136885239541030046e-04 3.767103278141670231e-04
1.000000000000000056e-01 2.173999939084625410e-04 4.382933784713438641e-04
1.103715503202757353e-01 4.839925775655951057e-04 6.762736718213258058e-04
1.218187912010115365e-01 1.085149721289591085e-03 1.265041940645583729e-03
1.344532884299760866e-01 2.319354672754014857e-03 2.508037024749443233e-03
1.483981788967565496e-01 4.663967412608993612e-03 4.889915066537131594e-03
1.637893706954064721e-01 8.827729997415101337e-03 9.128854370865191470e-03
1.807768676963434074e-01 1.579605985848153704e-02 1.622136258191519964e-02
1.995262314968879735e-01 2.686262864624566760e-02 2.747317340540100794e-02
2.202201949987375729e-01 4.364359229625680570e-02 4.451273782365550158e-02
2.430604433384409013e-01 6.807451181981205579e-02 6.928749896427399690e-02
2.682695795279725903e-01 1.023935948550217523e-01 1.040467094541726034e-01
2.960932939627084481e-01 1.491177273274348902e-01 1.513173458346456224e-01
3.268027589410125167e-01 2.110193525303936113e-01 2.138812029588970098e-01
3.606972715326288714e-01 2.911122631127518456e-01 2.947611939250155411e-01
3.981071705534972027e-01 3.926527980805403217e-01 3.972232532849686581e-01
